player_id,experiment_group,country,platform,acquisition_channel,age_group,d1_retained,d3_retained,d7_retained,d14_retained,total_active_days,total_sessions,total_levels_completed,total_session_minutes,total_hints_used,total_ads_watched,purchase_count,revenue,is_payer
P04178,Free_Hint,Canada,iOS,Google Ads,35-44,1,0,0,0,6,20,51,261.5,6,26,0,0.0,0
P04179,Daily_Reward,India,iOS,Organic,25-34,1,1,0,0,5,19,46,311.29999999999995,1,20,0,0.0,0
P04180,Daily_Reward,Australia,Android,Meta Ads,25-34,0,0,0,0,1,3,5,21.9,0,4,0,0.0,0
P04181,Control,Australia,iOS,Google Ads,25-34,0,0,0,0,2,2,9,11.3,2,4,0,0.0,0
P04182,Control,United States,Android,Referral,45+,0,0,0,0,5,7,35,95.4,3,5,0,0.0,0
P04183,Free_Hint,United States,iOS,TikTok Ads,25-34,0,0,0,1,3,6,12,53.2,1,12,0,0.0,0
P04184,Free_Hint,United States,Android,Google Ads,18-24,0,0,0,0,5,13,27,174.0,0,24,1,4.69,1
P04185,Free_Hint,India,Android,TikTok Ads,25-34,0,1,0,1,4,11,21,72.1,2,25,0,0.0,0
P04186,Free_Hint,Canada,Android,Google Ads,35-44,0,0,0,0,3,6,12,79.19999999999999,0,6,0,0.0,0
P04187,Daily_Reward,United Kingdom,Android,Google Ads,35-44,1,1,0,0,6,13,47,78.3,9,22,0,0.0,0
P04188,Free_Hint,United Kingdom,Android,Google Ads,18-24,1,0,1,0,6,10,39,120.1,6,14,0,0.0,0
P04189,Control,United States,iOS,Organic,35-44,0,0,0,0,2,2,12,26.2,3,1,0,0.0,0
P04190,Free_Hint,Australia,Android,Referral,35-44,0,1,0,0,5,15,28,143.8,3,19,0,0.0,0
P04191,Daily_Reward,Canada,Android,Organic,25-34,0,0,1,0,2,4,5,31.8,1,8,0,0.0,0
P04192,Daily_Reward,United States,iOS,Google Ads,35-44,0,0,0,0,3,4,25,35.6,3,5,0,0.0,0
P04193,Daily_Reward,United States,iOS,Google Ads,25-34,1,0,1,0,7,16,52,211.5,5,22,0,0.0,0
P04194,Daily_Reward,India,Android,Google Ads,25-34,0,0,1,0,4,11,31,72.0,5,16,0,0.0,0
P04195,Free_Hint,India,Android,Google Ads,25-34,0,0,0,0,3,8,7,62.5,0,10,0,0.0,0
P04196,Free_Hint,India,Android,Organic,25-34,0,0,0,0,6,23,44,183.4,7,24,0,0.0,0
P04197,Daily_Reward,India,Android,TikTok Ads,35-44,0,0,0,0,3,4,16,26.700000000000003,4,7,0,0.0,0
P04198,Control,Australia,iOS,Referral,35-44,1,0,0,0,8,26,65,303.6,12,24,0,0.0,0
P04199,Free_Hint,United States,Android,Google Ads,25-34,0,0,0,0,6,17,45,132.6,3,18,0,0.0,0
P04200,Daily_Reward,United Kingdom,Android,Organic,25-34,1,0,0,0,6,13,35,134.0,5,25,0,0.0,0
P04201,Free_Hint,India,Android,Meta Ads,25-34,1,1,0,0,7,19,45,229.9,2,34,0,0.0,0
P04202,Control,United Kingdom,Android,Google Ads,18-24,0,1,0,0,5,16,36,146.0,3,18,1,14.99,1
P04203,Daily_Reward,United States,Android,Organic,18-24,0,0,0,0,2,3,10,16.4,2,1,0,0.0,0
P04204,Daily_Reward,Australia,Android,Organic,35-44,1,0,0,0,4,14,29,242.7,4,17,0,0.0,0
P04205,Daily_Reward,United Kingdom,Android,Organic,18-24,0,1,1,0,6,17,53,210.79999999999998,8,20,0,0.0,0
P04206,Free_Hint,United States,iOS,Organic,25-34,1,0,0,0,5,7,20,57.0,7,14,0,0.0,0
P04207,Free_Hint,United States,iOS,Meta Ads,35-44,0,0,0,1,3,6,18,100.19999999999999,0,5,0,0.0,0
P04208,Control,India,Android,Meta Ads,18-24,0,0,0,0,3,4,14,23.4,3,3,0,0.0,0
P04209,Free_Hint,Canada,Android,Organic,18-24,1,0,0,0,3,6,14,25.1,1,8,0,0.0,0
P04210,Free_Hint,India,Android,Organic,25-34,0,1,0,0,8,13,58,135.9,4,16,0,0.0,0
P04211,Free_Hint,Australia,iOS,Organic,18-24,1,1,0,0,6,20,40,198.5,3,26,0,0.0,0
P04212,Free_Hint,India,Android,Google Ads,18-24,0,0,0,1,4,8,28,131.3,3,13,0,0.0,0
P04213,Free_Hint,Australia,iOS,Meta Ads,18-24,0,0,1,0,3,10,30,61.400000000000006,3,12,0,0.0,0
P04214,Free_Hint,United Kingdom,iOS,Meta Ads,25-34,0,0,1,0,6,13,36,91.9,5,13,0,0.0,0
P04215,Control,United States,Android,Google Ads,35-44,0,0,0,0,1,2,5,12.8,1,3,0,0.0,0
P04216,Daily_Reward,United States,iOS,Referral,25-34,0,0,1,0,4,12,39,88.30000000000001,4,13,0,0.0,0
P04217,Control,Australia,Android,Referral,18-24,0,1,0,0,3,9,17,63.0,3,7,0,0.0,0
P04218,Free_Hint,United States,Android,Google Ads,25-34,0,1,0,1,7,14,45,92.8,3,19,0,0.0,0
P04219,Free_Hint,Canada,iOS,Organic,18-24,0,0,1,0,4,8,25,125.5,4,14,0,0.0,0
P04220,Control,India,iOS,TikTok Ads,35-44,0,1,0,0,7,17,47,142.3,7,24,0,0.0,0
P04221,Control,United States,Android,TikTok Ads,25-34,0,1,1,0,3,7,22,43.2,2,9,0,0.0,0
P04222,Daily_Reward,United States,iOS,Meta Ads,18-24,0,1,0,0,4,13,32,144.9,7,15,0,0.0,0
P04223,Free_Hint,Canada,Android,Meta Ads,35-44,0,0,0,0,3,7,22,125.2,6,4,0,0.0,0
P04224,Free_Hint,United States,iOS,Organic,45+,0,1,0,0,4,14,37,56.1,3,22,0,0.0,0
P04225,Free_Hint,United States,Android,Google Ads,18-24,0,0,0,0,4,10,17,124.69999999999999,1,9,0,0.0,0
P04226,Control,United States,iOS,Meta Ads,18-24,0,0,0,0,5,12,17,89.6,2,22,0,0.0,0
P04227,Control,Australia,iOS,Meta Ads,18-24,0,0,0,0,5,13,45,138.3,6,15,1,2.99,1
P04228,Free_Hint,Australia,iOS,Google Ads,25-34,0,0,0,0,2,3,12,17.4,1,2,1,2.81,1
P04229,Free_Hint,United States,Android,Google Ads,25-34,0,1,0,0,4,12,18,232.4,1,21,0,0.0,0
P04230,Free_Hint,India,Android,Organic,25-34,0,0,0,0,2,3,8,34.2,3,8,0,0.0,0
P04231,Daily_Reward,United Kingdom,iOS,Google Ads,18-24,1,0,0,0,5,16,38,173.1,2,21,0,0.0,0
P04232,Free_Hint,India,Android,Meta Ads,35-44,0,0,1,1,6,11,26,78.0,3,13,0,0.0,0
P04233,Free_Hint,India,Android,Google Ads,25-34,0,0,0,0,1,2,4,11.3,0,6,0,0.0,0
P04234,Free_Hint,Australia,iOS,Referral,35-44,1,0,0,0,6,19,44,153.6,5,24,0,0.0,0
P04235,Free_Hint,Canada,Android,Referral,18-24,0,1,0,1,4,8,21,51.5,4,9,0,0.0,0
P04236,Daily_Reward,United States,Android,Google Ads,35-44,1,1,0,0,6,16,38,166.9,3,18,0,0.0,0
P04237,Daily_Reward,India,Android,Meta Ads,25-34,0,0,0,0,4,11,18,74.8,0,16,0,0.0,0
P04238,Control,India,iOS,Google Ads,25-34,0,0,0,0,2,3,11,15.899999999999999,0,5,0,0.0,0
P04239,Daily_Reward,United States,Android,Organic,35-44,0,1,0,0,3,9,19,121.0,1,18,0,0.0,0
P04240,Control,Australia,Android,TikTok Ads,45+,0,0,0,0,1,4,5,16.3,1,3,0,0.0,0
P04241,Free_Hint,United States,iOS,Organic,25-34,0,0,0,0,4,8,26,25.9,5,16,0,0.0,0
P04242,Control,Canada,Android,Referral,18-24,0,1,0,0,2,3,8,17.3,0,5,0,0.0,0
P04243,Control,United States,Android,Meta Ads,35-44,0,1,0,0,3,5,14,72.5,2,7,0,0.0,0
P04244,Control,Canada,iOS,Meta Ads,25-34,0,0,0,0,4,12,25,79.80000000000001,2,15,0,0.0,0
P04245,Free_Hint,Canada,Android,Meta Ads,18-24,1,0,0,0,3,6,23,32.7,3,5,0,0.0,0
P04246,Control,Australia,Android,Organic,18-24,0,0,0,0,2,3,15,34.0,5,4,0,0.0,0
P04247,Control,India,Android,Organic,45+,0,0,0,0,2,4,6,26.3,1,7,0,0.0,0
P04248,Control,United Kingdom,iOS,TikTok Ads,25-34,1,1,0,0,7,11,50,113.8,6,9,0,0.0,0
P04249,Daily_Reward,India,Android,Meta Ads,25-34,1,0,0,0,5,12,50,125.4,4,15,0,0.0,0
P04250,Daily_Reward,Canada,Android,Organic,35-44,0,0,0,1,5,8,37,50.699999999999996,9,11,0,0.0,0
P04251,Daily_Reward,United States,Android,TikTok Ads,35-44,0,0,0,0,5,10,40,78.2,1,13,0,0.0,0
P04252,Free_Hint,India,iOS,Organic,18-24,1,1,0,0,6,15,37,161.7,3,23,0,0.0,0
P04253,Daily_Reward,Canada,Android,TikTok Ads,18-24,0,1,0,0,6,25,71,216.1,7,24,0,0.0,0
P04254,Free_Hint,Canada,iOS,Organic,25-34,0,0,0,0,4,4,21,11.6,4,8,0,0.0,0
P04255,Free_Hint,United States,iOS,Google Ads,18-24,0,0,1,0,5,12,43,106.5,2,16,0,0.0,0
P04256,Daily_Reward,United Kingdom,Android,Organic,18-24,0,0,0,0,1,2,6,2.4,1,2,0,0.0,0
P04257,Control,United States,iOS,Google Ads,18-24,0,0,0,0,2,3,9,34.3,0,6,0,0.0,0
P04258,Daily_Reward,Canada,iOS,Organic,35-44,0,0,0,0,3,11,24,127.69999999999999,1,16,0,0.0,0
P04259,Control,India,Android,Meta Ads,25-34,1,0,0,0,2,4,11,19.2,1,10,0,0.0,0
P04260,Free_Hint,Canada,Android,Organic,35-44,0,1,0,0,6,15,49,178.8,2,15,0,0.0,0
P04261,Daily_Reward,United Kingdom,iOS,Google Ads,35-44,0,0,0,0,4,6,13,63.400000000000006,1,5,0,0.0,0
P04262,Control,United States,iOS,Organic,18-24,0,1,1,0,3,7,18,71.5,7,9,0,0.0,0
P04263,Control,United Kingdom,iOS,Organic,18-24,1,0,0,1,5,13,21,156.2,3,18,0,0.0,0
P04264,Free_Hint,Canada,iOS,Meta Ads,25-34,1,0,0,0,3,7,12,46.4,3,11,0,0.0,0
P04265,Free_Hint,India,Android,TikTok Ads,18-24,0,0,0,0,1,1,7,2.0,1,1,0,0.0,0
P04266,Control,India,iOS,Meta Ads,18-24,0,1,0,0,3,3,16,24.5,1,4,0,0.0,0
P04267,Control,India,iOS,Referral,25-34,1,1,0,0,5,14,40,177.60000000000002,3,18,0,0.0,0
P04268,Free_Hint,United States,Android,Organic,35-44,0,0,1,0,3,4,12,45.7,1,4,0,0.0,0
P04269,Control,United States,Android,TikTok Ads,45+,0,0,0,0,3,4,11,14.1,3,5,0,0.0,0
P04270,Free_Hint,United States,Android,Meta Ads,18-24,1,1,1,0,8,27,66,483.9,5,27,0,0.0,0
P04271,Daily_Reward,India,Android,Meta Ads,18-24,0,0,0,1,4,8,29,65.9,2,12,0,0.0,0
P04272,Control,India,Android,Organic,45+,0,0,1,0,3,11,21,137.7,1,13,0,0.0,0
P04273,Control,Canada,Android,Organic,25-34,1,1,0,0,5,12,24,127.5,1,13,0,0.0,0
P04274,Control,India,iOS,Google Ads,18-24,0,0,0,0,1,2,2,35.8,0,4,0,0.0,0
P04275,Daily_Reward,Australia,Android,Organic,25-34,0,0,1,0,4,11,15,51.9,2,21,1,5.24,1
P04276,Control,India,Android,Meta Ads,18-24,1,1,0,0,4,9,25,59.400000000000006,5,15,0,0.0,0
P04277,Daily_Reward,Australia,iOS,Organic,35-44,0,0,0,0,2,3,9,25.2,0,5,0,0.0,0
P04278,Control,United Kingdom,Android,Organic,18-24,0,0,0,0,3,7,16,43.7,0,9,0,0.0,0
P04279,Daily_Reward,United Kingdom,Android,Organic,18-24,0,1,1,0,6,17,45,141.3,2,28,2,7.33,1
P04280,Daily_Reward,United States,Android,Organic,18-24,0,0,1,0,4,8,24,41.199999999999996,2,8,0,0.0,0
P04281,Daily_Reward,Canada,Android,Google Ads,18-24,0,0,0,0,3,5,13,32.9,2,9,0,0.0,0
P04282,Daily_Reward,Canada,Android,Google Ads,35-44,0,0,0,0,1,2,4,19.8,1,1,0,0.0,0
P04283,Daily_Reward,United States,Android,Google Ads,25-34,0,0,0,0,2,2,15,8.7,5,2,0,0.0,0
P04284,Free_Hint,United States,Android,TikTok Ads,25-34,1,0,0,0,4,7,31,91.3,5,8,0,0.0,0
P04285,Control,United States,iOS,Organic,35-44,1,0,1,0,6,19,55,158.0,6,27,0,0.0,0
P04286,Control,India,Android,Meta Ads,45+,0,0,0,0,5,19,35,128.7,1,26,0,0.0,0
P04287,Daily_Reward,India,Android,Meta Ads,35-44,0,0,0,0,3,10,15,84.4,1,23,0,0.0,0
P04288,Daily_Reward,United States,iOS,Meta Ads,25-34,0,0,0,1,6,13,33,79.0,4,23,0,0.0,0
P04289,Daily_Reward,India,Android,Organic,25-34,1,1,0,0,5,12,30,75.6,4,15,0,0.0,0
P04290,Daily_Reward,United Kingdom,Android,Organic,18-24,0,0,0,0,3,5,18,16.5,2,6,0,0.0,0
P04291,Free_Hint,Australia,Android,Organic,18-24,0,1,1,1,9,29,80,550.0999999999999,5,36,0,0.0,0
P04292,Control,Canada,Android,Organic,18-24,0,1,0,1,5,12,26,102.6,1,18,0,0.0,0
P04293,Control,India,iOS,Referral,45+,0,0,0,0,2,2,3,21.5,0,4,0,0.0,0
P04294,Free_Hint,United States,Android,Organic,35-44,0,0,0,0,2,3,16,19.4,0,4,0,0.0,0
P04295,Free_Hint,Canada,Android,Organic,25-34,0,0,0,1,6,19,54,268.90000000000003,6,22,0,0.0,0
P04296,Free_Hint,India,Android,Meta Ads,45+,0,0,0,0,2,7,14,40.5,1,9,0,0.0,0
P04297,Daily_Reward,United Kingdom,iOS,Google Ads,18-24,0,0,0,0,5,7,34,53.5,8,8,0,0.0,0
P04298,Daily_Reward,United States,Android,Meta Ads,25-34,1,0,0,0,8,33,53,433.3,5,44,0,0.0,0
P04299,Daily_Reward,India,Android,Organic,18-24,0,0,0,0,4,8,26,70.9,4,17,0,0.0,0
P04300,Daily_Reward,United States,iOS,Organic,18-24,0,0,0,0,5,9,19,56.9,2,10,0,0.0,0
P04301,Free_Hint,India,Android,Organic,35-44,0,1,0,0,4,9,24,46.4,1,9,0,0.0,0
P04302,Free_Hint,Canada,iOS,Google Ads,18-24,0,0,0,0,2,8,9,98.7,1,9,0,0.0,0
P04303,Daily_Reward,India,iOS,TikTok Ads,18-24,1,0,0,0,3,8,10,35.5,1,9,0,0.0,0
P04304,Control,India,Android,Organic,25-34,0,0,1,0,2,9,6,35.3,1,11,0,0.0,0
P04305,Free_Hint,India,iOS,Organic,35-44,0,1,0,0,6,16,50,165.10000000000002,5,15,0,0.0,0
P04306,Free_Hint,United Kingdom,iOS,Referral,18-24,0,1,0,1,4,8,17,154.6,6,4,0,0.0,0
P04307,Control,United States,Android,Google Ads,35-44,0,0,0,0,3,4,18,37.0,0,2,0,0.0,0
P04308,Free_Hint,United Kingdom,iOS,Meta Ads,25-34,0,0,0,0,3,10,19,145.3,1,5,0,0.0,0
P04309,Control,United Kingdom,iOS,Meta Ads,25-34,0,0,0,0,4,9,21,94.5,2,10,0,0.0,0
P04310,Control,India,Android,Meta Ads,35-44,0,0,0,0,2,3,8,28.5,0,4,0,0.0,0
P04311,Free_Hint,India,iOS,Google Ads,18-24,1,1,0,0,4,11,20,70.8,3,20,0,0.0,0
P04312,Daily_Reward,India,Android,Organic,35-44,1,1,0,0,8,39,84,442.4,6,44,3,39.87,1
P04313,Daily_Reward,Australia,iOS,TikTok Ads,25-34,1,1,0,0,5,12,19,77.2,5,20,0,0.0,0
P04314,Control,United States,Android,Organic,25-34,0,0,1,0,3,11,16,111.9,3,14,0,0.0,0
P04315,Control,United Kingdom,Android,Google Ads,45+,1,0,0,0,4,13,21,126.29999999999998,5,14,0,0.0,0
P04316,Free_Hint,United Kingdom,Android,Organic,25-34,0,1,0,1,8,14,54,126.1,7,20,0,0.0,0
P04317,Daily_Reward,India,Android,Google Ads,25-34,1,1,0,0,8,31,55,344.0,4,34,0,0.0,0
P04318,Control,India,Android,Meta Ads,45+,0,1,0,0,3,6,12,37.1,2,12,0,0.0,0
P04319,Free_Hint,United States,Android,Google Ads,45+,0,0,1,0,4,4,22,34.3,5,9,0,0.0,0
P04320,Free_Hint,India,Android,Google Ads,18-24,0,0,0,0,7,22,45,147.5,10,38,0,0.0,0
P04321,Control,United States,iOS,Google Ads,35-44,0,0,0,0,2,5,11,58.3,1,5,2,12.98,1
P04322,Control,India,Android,Google Ads,35-44,0,0,1,0,3,4,15,40.0,2,4,0,0.0,0
P04323,Control,United States,Android,Google Ads,45+,0,0,0,0,2,2,6,11.8,3,1,0,0.0,0
P04324,Daily_Reward,India,Android,Meta Ads,18-24,0,0,1,0,4,5,22,34.9,3,8,0,0.0,0
P04325,Free_Hint,Canada,Android,Organic,25-34,0,0,0,1,4,5,17,60.2,5,5,0,0.0,0
P04326,Free_Hint,India,Android,Google Ads,18-24,1,0,0,0,6,15,48,141.0,4,18,0,0.0,0
P04327,Control,India,Android,Referral,45+,0,0,0,0,7,22,53,274.2,9,23,0,0.0,0
P04328,Daily_Reward,Australia,iOS,Google Ads,25-34,0,1,0,0,4,14,28,215.6,6,16,0,0.0,0
P04329,Control,United States,iOS,Meta Ads,45+,0,0,0,0,4,15,31,191.60000000000002,3,8,0,0.0,0
P04330,Control,Canada,Android,Organic,45+,0,1,0,0,4,9,27,79.9,6,15,0,0.0,0
P04331,Control,India,Android,Organic,25-34,1,0,0,0,6,20,34,157.4,6,18,0,0.0,0
P04332,Free_Hint,Australia,Android,Meta Ads,25-34,0,0,0,0,5,10,15,29.900000000000002,1,18,0,0.0,0
P04333,Daily_Reward,India,Android,Organic,25-34,0,0,0,0,3,11,21,137.2,5,18,0,0.0,0
P04334,Control,United States,Android,TikTok Ads,45+,0,0,0,0,2,3,7,14.4,1,2,0,0.0,0
P04335,Control,Australia,iOS,Google Ads,45+,0,0,0,0,2,4,10,23.3,1,9,0,0.0,0
P04336,Daily_Reward,United Kingdom,Android,Organic,25-34,0,1,0,0,2,4,5,23.1,0,8,0,0.0,0
P04337,Daily_Reward,Australia,Android,Organic,45+,0,0,1,0,5,8,25,117.19999999999999,4,10,0,0.0,0
P04338,Daily_Reward,India,iOS,Meta Ads,35-44,0,0,0,0,5,9,47,70.7,7,11,0,0.0,0
P04339,Control,United Kingdom,iOS,Organic,18-24,0,0,0,0,3,10,14,155.0,1,15,0,0.0,0
P04340,Control,Canada,Android,TikTok Ads,18-24,0,0,0,0,4,10,12,92.2,2,18,0,0.0,0
P04341,Control,India,iOS,TikTok Ads,18-24,0,1,0,0,5,11,31,84.1,1,11,0,0.0,0
P04342,Control,Australia,Android,Organic,25-34,0,0,0,0,4,9,33,106.60000000000001,5,12,0,0.0,0
P04343,Free_Hint,India,Android,Google Ads,25-34,1,0,0,0,6,13,25,95.8,4,19,0,0.0,0
P04344,Free_Hint,Canada,Android,Meta Ads,18-24,0,1,1,0,6,19,40,153.2,2,18,0,0.0,0
P04345,Control,India,Android,Organic,18-24,0,0,0,0,3,7,23,59.6,3,6,1,2.99,1
P04346,Control,India,Android,Organic,35-44,0,0,0,0,1,1,2,9.8,0,2,0,0.0,0
P04347,Daily_Reward,Australia,Android,Organic,18-24,1,1,1,0,9,22,67,327.2,7,28,0,0.0,0
P04348,Free_Hint,India,iOS,Organic,45+,0,0,0,0,3,11,13,152.70000000000002,3,9,0,0.0,0
P04349,Control,United States,iOS,Organic,18-24,1,0,0,0,4,5,39,49.9,4,7,0,0.0,0
P04350,Daily_Reward,Canada,iOS,TikTok Ads,25-34,0,0,0,0,3,8,14,89.8,3,12,0,0.0,0
P04351,Free_Hint,India,Android,Organic,18-24,0,0,1,0,3,5,18,45.6,3,6,0,0.0,0
P04352,Daily_Reward,India,iOS,Google Ads,25-34,0,1,0,0,5,10,26,79.2,4,11,1,3.14,1
P04353,Control,United States,iOS,Google Ads,35-44,0,0,0,1,6,13,35,76.3,6,11,0,0.0,0
P04354,Control,United Kingdom,iOS,Meta Ads,18-24,0,0,0,0,4,12,19,93.8,3,22,0,0.0,0
P04355,Free_Hint,India,iOS,Meta Ads,25-34,0,0,0,0,2,5,9,15.5,1,10,0,0.0,0
P04356,Control,India,Android,Organic,18-24,1,0,0,1,4,8,28,110.9,4,6,0,0.0,0
P04357,Free_Hint,India,iOS,Google Ads,25-34,1,0,0,0,3,6,24,10.4,2,8,0,0.0,0
P04358,Daily_Reward,India,iOS,TikTok Ads,18-24,1,0,0,0,4,8,22,67.0,5,16,0,0.0,0
P04359,Daily_Reward,Australia,Android,Organic,25-34,0,1,0,0,7,17,32,185.7,7,19,0,0.0,0
P04360,Daily_Reward,United Kingdom,Android,Organic,18-24,0,0,0,0,4,7,13,35.0,2,10,0,0.0,0
P04361,Control,India,Android,Organic,45+,0,0,1,0,5,12,24,219.1,1,16,0,0.0,0
P04362,Daily_Reward,United States,iOS,TikTok Ads,25-34,0,0,0,0,1,1,3,3.4,0,0,0,0.0,0
P04363,Control,India,Android,Organic,35-44,0,0,0,0,1,2,6,7.7,0,4,0,0.0,0
P04364,Control,India,iOS,Organic,25-34,1,0,0,0,7,20,34,254.6,4,23,0,0.0,0
P04365,Control,India,Android,Google Ads,18-24,0,1,0,0,9,21,58,284.8,6,21,0,0.0,0
P04366,Free_Hint,India,iOS,Google Ads,18-24,0,0,0,1,3,5,22,34.7,2,12,0,0.0,0
P04367,Control,United Kingdom,Android,Meta Ads,25-34,1,0,0,0,4,6,11,42.9,3,7,0,0.0,0
P04368,Free_Hint,India,iOS,Meta Ads,18-24,1,1,1,0,9,28,109,497.59999999999997,8,29,0,0.0,0
P04369,Free_Hint,United States,Android,Google Ads,25-34,0,0,0,0,4,13,23,70.8,5,21,0,0.0,0
P04370,Daily_Reward,India,Android,Referral,25-34,0,0,0,1,5,14,25,159.9,3,12,0,0.0,0
P04371,Free_Hint,Canada,iOS,Google Ads,25-34,0,1,1,0,3,5,13,29.799999999999997,2,6,0,0.0,0
P04372,Free_Hint,India,Android,Organic,25-34,0,0,0,0,3,8,26,79.0,0,8,0,0.0,0
P04373,Daily_Reward,India,Android,Organic,25-34,0,0,0,0,3,6,17,26.3,1,11,1,5.24,1
P04374,Daily_Reward,India,iOS,Organic,18-24,0,1,0,0,3,7,27,52.400000000000006,4,10,0,0.0,0
P04375,Control,Australia,Android,Organic,25-34,0,0,0,1,3,6,19,49.4,0,3,0,0.0,0
P04376,Daily_Reward,India,Android,Google Ads,18-24,0,0,1,0,6,13,44,118.2,6,18,0,0.0,0
P04377,Free_Hint,Australia,iOS,Google Ads,35-44,0,0,0,0,3,4,15,34.7,2,7,0,0.0,0
P04378,Control,India,Android,Referral,45+,1,1,0,0,6,25,63,649.1,6,27,0,0.0,0
P04379,Control,United States,Android,Organic,18-24,1,0,0,0,8,24,56,317.0,6,29,0,0.0,0
P04380,Free_Hint,India,Android,Google Ads,25-34,1,1,0,0,9,27,95,310.6,9,24,0,0.0,0
P04381,Control,India,iOS,Meta Ads,45+,0,0,0,0,1,1,6,16.3,1,0,0,0.0,0
P04382,Free_Hint,India,Android,Meta Ads,25-34,1,1,0,0,6,16,44,109.89999999999999,5,20,0,0.0,0
P04383,Control,India,Android,Google Ads,18-24,0,0,0,1,5,9,24,89.8,4,14,0,0.0,0
P04384,Daily_Reward,India,Android,Meta Ads,45+,0,0,0,0,2,5,10,70.4,2,7,0,0.0,0
P04385,Control,Australia,Android,Google Ads,18-24,0,0,0,0,2,3,9,61.8,0,5,0,0.0,0
P04386,Control,United States,iOS,Meta Ads,18-24,1,0,1,0,4,7,20,44.9,1,6,0,0.0,0
P04387,Control,United States,Android,Organic,25-34,0,0,0,0,3,4,11,32.2,2,8,0,0.0,0
P04388,Free_Hint,India,Android,Meta Ads,25-34,1,0,0,0,5,13,35,87.6,4,17,0,0.0,0
P04389,Control,Canada,Android,Organic,18-24,1,1,0,0,3,3,13,9.1,1,4,0,0.0,0
P04390,Daily_Reward,United Kingdom,Android,Organic,25-34,0,0,0,0,2,5,13,18.6,1,8,0,0.0,0
P04391,Daily_Reward,India,Android,Google Ads,18-24,0,0,0,0,4,7,20,36.0,1,15,0,0.0,0
P04392,Free_Hint,United States,Android,TikTok Ads,25-34,0,0,0,0,3,9,23,85.30000000000001,3,11,0,0.0,0
P04393,Control,India,iOS,TikTok Ads,25-34,0,1,0,0,4,8,23,58.599999999999994,2,7,0,0.0,0
P04394,Daily_Reward,India,Android,Meta Ads,35-44,1,1,1,1,8,16,60,197.8,16,23,0,0.0,0
P04395,Free_Hint,United States,iOS,Meta Ads,18-24,0,0,1,0,5,15,38,114.4,3,25,0,0.0,0
P04396,Control,India,iOS,TikTok Ads,25-34,0,0,0,1,3,7,11,34.3,1,9,0,0.0,0
P04397,Daily_Reward,India,Android,Referral,25-34,0,0,1,0,4,6,28,59.5,3,6,0,0.0,0
P04398,Control,United States,Android,Meta Ads,18-24,0,0,0,1,3,3,12,26.4,2,2,0,0.0,0
P04399,Control,India,Android,Meta Ads,25-34,1,0,0,0,2,7,10,40.199999999999996,0,10,0,0.0,0
P04400,Free_Hint,United States,Android,Meta Ads,18-24,0,1,0,0,5,15,30,131.0,4,20,0,0.0,0
P04401,Daily_Reward,United Kingdom,Android,Google Ads,25-34,0,0,0,0,3,6,12,31.200000000000003,1,5,0,0.0,0
P04402,Control,Australia,Android,Organic,25-34,0,0,0,0,1,2,7,3.5,2,4,0,0.0,0
P04403,Control,United States,Android,Organic,18-24,0,1,0,0,3,8,26,57.0,0,5,0,0.0,0
P04404,Daily_Reward,India,Android,Organic,45+,0,0,1,0,6,12,43,90.5,4,14,0,0.0,0
P04405,Daily_Reward,Australia,iOS,Organic,18-24,0,0,0,0,2,4,11,41.800000000000004,4,5,0,0.0,0
P04406,Control,India,iOS,TikTok Ads,35-44,0,0,0,0,5,11,21,97.9,3,18,0,0.0,0
P04407,Control,India,Android,Organic,45+,0,0,0,0,2,2,6,23.9,1,4,0,0.0,0
P04408,Control,India,iOS,TikTok Ads,35-44,0,1,0,0,5,14,34,208.89999999999998,1,16,0,0.0,0
P04409,Free_Hint,United States,Android,Meta Ads,18-24,0,0,0,1,3,5,20,58.9,6,3,0,0.0,0
P04410,Control,Australia,iOS,Google Ads,25-34,1,0,1,0,6,7,37,85.3,7,12,0,0.0,0
P04411,Free_Hint,Australia,Android,TikTok Ads,18-24,0,0,0,0,3,6,16,37.2,0,9,0,0.0,0
P04412,Control,India,Android,Referral,25-34,0,0,0,0,1,1,3,11.2,0,0,0,0.0,0
P04413,Free_Hint,India,Android,TikTok Ads,25-34,1,0,0,1,5,18,22,184.2,1,23,0,0.0,0
P04414,Control,India,Android,Meta Ads,35-44,0,1,0,0,4,4,21,32.300000000000004,3,5,0,0.0,0
P04415,Free_Hint,India,iOS,TikTok Ads,18-24,0,1,0,0,5,12,32,122.69999999999999,2,17,1,7.51,1
P04416,Daily_Reward,United States,Android,Google Ads,25-34,0,0,1,0,5,15,39,130.4,3,20,0,0.0,0
P04417,Control,Australia,Android,Meta Ads,18-24,0,0,0,0,2,3,10,64.2,3,4,0,0.0,0
P04418,Daily_Reward,Australia,iOS,Organic,35-44,0,0,0,0,5,11,24,123.0,7,18,0,0.0,0
P04419,Daily_Reward,India,Android,Referral,35-44,1,1,0,0,7,13,43,93.5,8,20,0,0.0,0
P04420,Control,India,iOS,Organic,25-34,0,0,0,0,3,7,13,29.2,2,9,0,0.0,0
P04421,Daily_Reward,India,Android,TikTok Ads,25-34,1,0,0,0,6,17,33,171.9,7,34,0,0.0,0
P04422,Free_Hint,India,Android,Referral,25-34,0,0,0,0,1,1,5,21.3,0,2,0,0.0,0
