transaction_id,player_id,transaction_date,transaction_type,amount
T000517,P06319,2026-01-17,In-App Purchase,1.99
T000518,P06342,2026-01-06,In-App Purchase,4.99
T000519,P06366,2026-01-16,In-App Purchase,5.24
T000520,P06367,2026-01-07,In-App Purchase,10.49
T000521,P06367,2026-01-12,In-App Purchase,5.24
T000522,P06377,2026-01-09,In-App Purchase,1.87
T000523,P06381,2026-01-28,In-App Purchase,4.99
T000524,P06392,2026-01-15,In-App Purchase,3.14
T000525,P06423,2026-01-24,In-App Purchase,7.51
T000526,P06423,2026-01-24,In-App Purchase,2.81
T000527,P06446,2026-01-06,In-App Purchase,4.99
T000528,P06469,2026-01-04,In-App Purchase,2.81
T000529,P06469,2026-01-10,In-App Purchase,7.51
T000530,P06484,2026-01-06,In-App Purchase,15.74
T000531,P06508,2026-01-18,In-App Purchase,3.14
T000532,P06508,2026-01-22,In-App Purchase,8.39
T000533,P06554,2026-01-20,In-App Purchase,2.09
T000534,P06629,2026-01-04,In-App Purchase,2.99
T000535,P06629,2026-01-20,In-App Purchase,14.99
T000536,P06647,2026-01-05,In-App Purchase,1.87
T000537,P06711,2026-01-16,In-App Purchase,10.49
T000538,P06711,2026-01-16,In-App Purchase,8.39
T000539,P06718,2026-01-05,In-App Purchase,10.49
T000540,P06725,2026-01-05,In-App Purchase,7.99
T000541,P06749,2026-01-03,In-App Purchase,7.51
T000542,P06794,2026-01-08,In-App Purchase,2.09
T000543,P06794,2026-01-06,In-App Purchase,2.09
T000544,P06794,2026-01-11,In-App Purchase,15.74
T000545,P06796,2026-01-07,In-App Purchase,4.99
T000546,P06822,2026-01-08,In-App Purchase,7.99
T000547,P06829,2026-01-21,In-App Purchase,2.99
T000548,P06829,2026-01-21,In-App Purchase,14.99
T000549,P06875,2026-01-07,In-App Purchase,5.24
T000550,P06875,2026-01-08,In-App Purchase,3.14
T000551,P06888,2026-01-17,In-App Purchase,5.24
T000552,P06892,2026-01-16,In-App Purchase,1.99
T000553,P06907,2026-01-11,In-App Purchase,5.24
T000554,P06907,2026-01-22,In-App Purchase,15.74
T000555,P06926,2026-01-05,In-App Purchase,7.99
T000556,P06935,2026-01-07,In-App Purchase,5.24
T000557,P06935,2026-01-25,In-App Purchase,5.24
T000558,P06947,2026-01-11,In-App Purchase,4.99
T000559,P06951,2026-01-14,In-App Purchase,10.49
T000560,P06969,2026-01-14,In-App Purchase,5.24
T000561,P07027,2026-01-09,In-App Purchase,1.99
T000562,P07027,2026-01-09,In-App Purchase,7.99
T000563,P07027,2026-01-09,In-App Purchase,9.99
T000564,P07043,2026-01-09,In-App Purchase,8.39
T000565,P07047,2026-01-17,In-App Purchase,4.99
T000566,P07047,2026-01-23,In-App Purchase,4.99
T000567,P07047,2026-01-13,In-App Purchase,7.99
T000568,P07052,2026-01-23,In-App Purchase,1.87
T000569,P07056,2026-01-14,In-App Purchase,1.87
T000570,P07056,2026-01-15,In-App Purchase,2.81
T000571,P07079,2026-02-01,In-App Purchase,10.49
T000572,P07079,2026-01-25,In-App Purchase,3.14
T000573,P07082,2026-01-06,In-App Purchase,3.14
T000574,P07099,2026-01-28,In-App Purchase,2.81
T000575,P07102,2026-01-08,In-App Purchase,3.14
T000576,P07102,2026-01-04,In-App Purchase,10.49
T000577,P07102,2026-01-17,In-App Purchase,10.49
T000578,P07147,2026-01-12,In-App Purchase,7.51
T000579,P07153,2026-01-12,In-App Purchase,9.39
T000580,P07153,2026-01-16,In-App Purchase,2.81
T000581,P07158,2026-01-13,In-App Purchase,10.49
T000582,P07171,2026-01-08,In-App Purchase,7.51
T000583,P07175,2026-01-13,In-App Purchase,2.09
T000584,P07175,2026-01-13,In-App Purchase,5.24
T000585,P07178,2026-01-10,In-App Purchase,4.69
T000586,P07178,2026-01-10,In-App Purchase,4.69
T000587,P07273,2026-01-16,In-App Purchase,7.51
T000588,P07273,2026-01-02,In-App Purchase,2.81
T000589,P07325,2026-01-17,In-App Purchase,9.39
T000590,P07325,2026-01-10,In-App Purchase,4.69
T000591,P07326,2026-01-12,In-App Purchase,4.69
T000592,P07326,2026-01-13,In-App Purchase,7.51
T000593,P07339,2026-01-10,In-App Purchase,1.87
T000594,P07341,2026-01-07,In-App Purchase,4.99
T000595,P07362,2026-01-11,In-App Purchase,7.51
T000596,P07368,2026-01-15,In-App Purchase,2.99
T000597,P07369,2026-01-15,In-App Purchase,2.81
T000598,P07370,2026-01-12,In-App Purchase,9.39
T000599,P07377,2026-01-04,In-App Purchase,3.14
T000600,P07408,2026-01-01,In-App Purchase,14.99
T000601,P07412,2026-01-18,In-App Purchase,2.99
T000602,P07413,2026-01-14,In-App Purchase,5.24
T000603,P07433,2026-01-16,In-App Purchase,5.24
T000604,P07434,2026-01-10,In-App Purchase,4.99
T000605,P07456,2026-01-15,In-App Purchase,2.09
T000606,P07461,2026-01-19,In-App Purchase,8.39
T000607,P07491,2026-01-21,In-App Purchase,2.09
T000608,P07508,2026-01-19,In-App Purchase,9.39
T000609,P07540,2026-01-13,In-App Purchase,7.99
T000610,P07540,2026-02-02,In-App Purchase,7.99
T000611,P07548,2026-01-14,In-App Purchase,1.87
T000612,P07553,2026-01-15,In-App Purchase,9.39
T000613,P07569,2026-01-09,In-App Purchase,7.51
T000614,P07587,2026-01-15,In-App Purchase,3.14
T000615,P07587,2026-01-15,In-App Purchase,2.09
T000616,P07610,2026-01-04,In-App Purchase,5.24
T000617,P07623,2026-01-07,In-App Purchase,4.69
T000618,P07624,2026-01-22,In-App Purchase,5.24
T000619,P07624,2026-01-22,In-App Purchase,3.14
T000620,P07635,2026-01-16,In-App Purchase,5.24
T000621,P07641,2026-01-18,In-App Purchase,9.99
T000622,P07665,2026-01-16,In-App Purchase,10.49
T000623,P07683,2026-01-11,In-App Purchase,10.49
T000624,P07683,2026-01-24,In-App Purchase,5.24
T000625,P07700,2026-01-19,In-App Purchase,4.99
T000626,P07700,2026-01-14,In-App Purchase,1.99
T000627,P07700,2026-01-09,In-App Purchase,9.99
T000628,P07751,2026-01-06,In-App Purchase,9.99
T000629,P07786,2026-01-15,In-App Purchase,5.24
T000630,P07796,2026-01-03,In-App Purchase,2.99
T000631,P07796,2026-01-03,In-App Purchase,2.99
T000632,P07801,2026-01-15,In-App Purchase,4.69
T000633,P07802,2026-01-16,In-App Purchase,8.39
T000634,P07812,2026-01-09,In-App Purchase,4.99
T000635,P07812,2026-01-09,In-App Purchase,1.99
T000636,P07812,2026-01-09,In-App Purchase,4.99
T000637,P07813,2026-01-22,In-App Purchase,8.39
T000638,P07828,2026-01-27,In-App Purchase,2.81
T000639,P07835,2026-01-08,In-App Purchase,4.99
T000640,P07838,2026-01-09,In-App Purchase,4.69
T000641,P07840,2026-01-09,In-App Purchase,14.99
T000642,P07923,2026-01-14,In-App Purchase,1.99
T000643,P07936,2026-01-10,In-App Purchase,8.39
T000644,P07936,2026-01-21,In-App Purchase,5.24
T000645,P07945,2026-01-13,In-App Purchase,2.09
T000646,P08001,2026-01-01,In-App Purchase,4.99
T000647,P08001,2026-01-09,In-App Purchase,14.99
T000648,P08007,2026-01-03,In-App Purchase,5.24
T000649,P08007,2026-01-20,In-App Purchase,2.09
T000650,P08022,2026-01-07,In-App Purchase,3.14
T000651,P08022,2026-01-20,In-App Purchase,2.09
T000652,P08028,2026-01-02,In-App Purchase,4.69
T000653,P08028,2026-01-02,In-App Purchase,9.39
T000654,P08029,2026-01-25,In-App Purchase,9.99
T000655,P08086,2026-01-13,In-App Purchase,8.39
T000656,P08086,2026-01-13,In-App Purchase,15.74
T000657,P08089,2026-01-05,In-App Purchase,9.39
T000658,P08089,2026-01-05,In-App Purchase,9.39
T000659,P08146,2026-01-11,In-App Purchase,2.99
T000660,P08146,2026-01-11,In-App Purchase,4.99
T000661,P08146,2026-01-11,In-App Purchase,4.99
T000662,P08171,2026-01-25,In-App Purchase,7.51
T000663,P08197,2026-01-16,In-App Purchase,4.99
T000664,P08200,2026-01-22,In-App Purchase,2.81
T000665,P08228,2026-01-14,In-App Purchase,2.09
T000666,P08228,2026-01-26,In-App Purchase,10.49
T000667,P08257,2026-01-08,In-App Purchase,7.51
T000668,P08285,2026-01-25,In-App Purchase,8.39
T000669,P08311,2026-01-04,In-App Purchase,9.39
T000670,P08316,2026-01-14,In-App Purchase,1.99
T000671,P08316,2026-01-14,In-App Purchase,1.99
T000672,P08331,2026-01-14,In-App Purchase,8.39
T000673,P08342,2026-01-01,In-App Purchase,10.49
T000674,P08342,2026-01-10,In-App Purchase,5.24
T000675,P08366,2026-01-17,In-App Purchase,2.99
T000676,P08380,2026-01-16,In-App Purchase,9.39
T000677,P08380,2026-01-14,In-App Purchase,7.51
T000678,P08381,2026-01-02,In-App Purchase,3.14
T000679,P08381,2026-01-01,In-App Purchase,5.24
T000680,P08382,2026-01-25,In-App Purchase,8.39
T000681,P08382,2026-01-25,In-App Purchase,8.39
T000682,P08392,2026-01-11,In-App Purchase,2.99
T000683,P08398,2026-01-05,In-App Purchase,1.87
T000684,P08408,2026-01-04,In-App Purchase,5.24
T000685,P08446,2026-01-14,In-App Purchase,3.14
T000686,P08470,2026-01-13,In-App Purchase,1.99
T000687,P08470,2026-01-05,In-App Purchase,1.99
T000688,P08476,2026-01-07,In-App Purchase,15.74
T000689,P08489,2026-01-07,In-App Purchase,2.99
T000690,P08491,2026-01-16,In-App Purchase,4.69
T000691,P08491,2026-01-13,In-App Purchase,2.81
T000692,P08520,2026-01-13,In-App Purchase,4.69
T000693,P08531,2026-01-11,In-App Purchase,3.14
T000694,P08533,2026-01-14,In-App Purchase,5.24
T000695,P08547,2026-01-06,In-App Purchase,2.81
T000696,P08567,2026-01-18,In-App Purchase,9.99
T000697,P08567,2026-01-18,In-App Purchase,4.99
T000698,P08575,2026-01-16,In-App Purchase,14.09
T000699,P08588,2026-01-08,In-App Purchase,5.24
T000700,P08588,2026-01-02,In-App Purchase,8.39
T000701,P08588,2026-01-08,In-App Purchase,2.09
T000702,P08613,2026-01-16,In-App Purchase,9.39
T000703,P08651,2026-01-16,In-App Purchase,2.09
T000704,P08655,2026-01-05,In-App Purchase,2.09
T000705,P08675,2026-01-16,In-App Purchase,2.99
T000706,P08678,2026-01-17,In-App Purchase,2.09
T000707,P08701,2026-01-06,In-App Purchase,2.99
T000708,P08701,2026-01-04,In-App Purchase,9.99
T000709,P08726,2026-01-18,In-App Purchase,8.39
T000710,P08726,2026-01-14,In-App Purchase,5.24
T000711,P08726,2026-01-14,In-App Purchase,3.14
T000712,P08727,2026-01-04,In-App Purchase,10.49
T000713,P08748,2026-01-24,In-App Purchase,2.09
T000714,P08754,2026-01-31,In-App Purchase,2.09
T000715,P08754,2026-01-17,In-App Purchase,5.24
T000716,P08796,2026-01-28,In-App Purchase,8.39
T000717,P08800,2026-01-22,In-App Purchase,1.99
T000718,P08800,2026-01-22,In-App Purchase,7.99
T000719,P08818,2026-01-08,In-App Purchase,2.81
T000720,P08818,2026-01-08,In-App Purchase,2.81
T000721,P08845,2026-01-11,In-App Purchase,5.24
T000722,P08851,2026-01-15,In-App Purchase,2.81
T000723,P08866,2026-01-03,In-App Purchase,1.99
T000724,P08877,2026-01-02,In-App Purchase,1.87
T000725,P08879,2026-01-12,In-App Purchase,4.69
T000726,P08881,2026-01-22,In-App Purchase,5.24
T000727,P08886,2026-01-11,In-App Purchase,2.09
T000728,P08886,2026-01-06,In-App Purchase,5.24
T000729,P08898,2026-01-22,In-App Purchase,7.51
T000730,P08918,2026-01-15,In-App Purchase,2.09
T000731,P08919,2026-01-15,In-App Purchase,1.87
T000732,P08919,2026-01-13,In-App Purchase,2.81
T000733,P08945,2026-01-11,In-App Purchase,5.24
T000734,P08971,2026-01-25,In-App Purchase,10.49
T000735,P08971,2026-01-16,In-App Purchase,5.24
T000736,P08975,2026-01-07,In-App Purchase,4.69
T000737,P08998,2026-01-13,In-App Purchase,3.14
T000738,P09055,2026-01-08,In-App Purchase,14.99
T000739,P09106,2026-01-07,In-App Purchase,8.39
T000740,P09120,2026-01-23,In-App Purchase,4.69
T000741,P09120,2026-01-29,In-App Purchase,9.39
T000742,P09122,2026-01-08,In-App Purchase,2.81
T000743,P09159,2026-01-04,In-App Purchase,5.24
T000744,P09175,2026-01-15,In-App Purchase,4.69
T000745,P09241,2026-01-17,In-App Purchase,2.09
T000746,P09241,2026-01-07,In-App Purchase,10.49
T000747,P09244,2026-01-26,In-App Purchase,1.99
T000748,P09244,2026-01-28,In-App Purchase,14.99
T000749,P09263,2026-01-11,In-App Purchase,3.14
T000750,P09263,2026-01-11,In-App Purchase,8.39
T000751,P09280,2026-01-11,In-App Purchase,7.99
T000752,P09285,2026-01-24,In-App Purchase,2.99
T000753,P09314,2026-01-17,In-App Purchase,1.99
T000754,P09314,2026-01-15,In-App Purchase,7.99
T000755,P09321,2026-01-13,In-App Purchase,2.99
T000756,P09321,2026-01-05,In-App Purchase,1.99
T000757,P09322,2026-01-01,In-App Purchase,5.24
T000758,P09322,2026-01-01,In-App Purchase,3.14
T000759,P09345,2026-01-17,In-App Purchase,2.09
T000760,P09365,2026-01-03,In-App Purchase,1.99
T000761,P09372,2026-01-20,In-App Purchase,3.14
T000762,P09389,2026-01-05,In-App Purchase,2.99
T000763,P09429,2026-01-08,In-App Purchase,14.99
T000764,P09429,2026-01-06,In-App Purchase,9.99
T000765,P09469,2026-01-11,In-App Purchase,8.39
T000766,P09469,2026-01-08,In-App Purchase,2.09
T000767,P09473,2026-01-05,In-App Purchase,14.09
T000768,P09473,2026-01-02,In-App Purchase,1.87
T000769,P09496,2026-01-09,In-App Purchase,5.24
T000770,P09500,2026-01-11,In-App Purchase,7.99
T000771,P09504,2026-01-13,In-App Purchase,4.99
T000772,P09508,2026-01-03,In-App Purchase,2.99
T000773,P09508,2026-01-21,In-App Purchase,4.99
T000774,P09524,2026-01-10,In-App Purchase,8.39
T000775,P09570,2026-01-19,In-App Purchase,2.09
T000776,P09619,2026-01-19,In-App Purchase,1.87
T000777,P09624,2026-01-14,In-App Purchase,4.99
T000778,P09624,2026-01-23,In-App Purchase,4.99
T000779,P09624,2026-01-23,In-App Purchase,1.99
T000780,P09630,2026-01-10,In-App Purchase,1.99
T000781,P09663,2026-01-08,In-App Purchase,4.99
T000782,P09684,2026-01-08,In-App Purchase,2.99
T000783,P09685,2026-02-01,In-App Purchase,15.74
T000784,P09726,2026-01-10,In-App Purchase,1.99
T000785,P09734,2026-01-10,In-App Purchase,1.87
T000786,P09734,2026-01-19,In-App Purchase,1.87
T000787,P09749,2026-01-20,In-App Purchase,1.87
T000788,P09764,2026-01-25,In-App Purchase,1.99
T000789,P09782,2026-01-22,In-App Purchase,4.99
T000790,P09782,2026-01-16,In-App Purchase,4.99
T000791,P09782,2026-01-22,In-App Purchase,4.99
T000792,P09806,2026-01-18,In-App Purchase,1.99
T000793,P09807,2026-01-07,In-App Purchase,14.99
T000794,P09809,2026-01-23,In-App Purchase,3.14
T000795,P09809,2026-01-07,In-App Purchase,15.74
T000796,P09810,2026-01-23,In-App Purchase,1.87
T000797,P09821,2026-01-21,In-App Purchase,5.24
T000798,P09825,2026-01-17,In-App Purchase,2.99
T000799,P09834,2026-01-09,In-App Purchase,4.99
T000800,P09852,2026-01-29,In-App Purchase,9.99
T000801,P09852,2026-01-28,In-App Purchase,4.99
T000802,P09871,2026-01-23,In-App Purchase,4.69
T000803,P09873,2026-01-11,In-App Purchase,8.39
T000804,P09883,2026-01-13,In-App Purchase,3.14
T000805,P09932,2026-01-26,In-App Purchase,9.99
T000806,P09958,2026-01-12,In-App Purchase,10.49
T000807,P09958,2026-01-16,In-App Purchase,5.24
T000808,P09964,2026-01-13,In-App Purchase,2.99
T000809,P09981,2026-01-15,In-App Purchase,2.99
T000810,P10002,2026-01-06,In-App Purchase,1.87
T000811,P10016,2026-01-06,In-App Purchase,2.81
T000812,P10040,2026-01-07,In-App Purchase,4.99
T000813,P10048,2026-01-05,In-App Purchase,4.99
T000814,P10048,2026-01-04,In-App Purchase,2.99
T000815,P10048,2026-01-05,In-App Purchase,1.99
T000816,P10068,2026-01-13,In-App Purchase,3.14
T000817,P10070,2026-01-08,In-App Purchase,1.99
T000818,P10086,2026-02-02,In-App Purchase,7.51
T000819,P10087,2026-01-20,In-App Purchase,1.87
T000820,P10110,2026-01-12,In-App Purchase,3.14
T000821,P10110,2026-01-21,In-App Purchase,3.14
T000822,P10121,2026-01-05,In-App Purchase,9.99
T000823,P10144,2026-01-06,In-App Purchase,1.87
T000824,P10147,2026-01-21,In-App Purchase,4.99
T000825,P10147,2026-01-19,In-App Purchase,4.99
T000826,P10147,2026-01-09,In-App Purchase,7.99
T000827,P10150,2026-01-23,In-App Purchase,3.14
T000828,P10150,2026-01-15,In-App Purchase,8.39
T000829,P10156,2026-01-07,In-App Purchase,2.99
T000830,P10168,2026-01-20,In-App Purchase,2.99
T000831,P10171,2026-01-28,In-App Purchase,15.74
T000832,P10188,2026-01-17,In-App Purchase,3.14
T000833,P10188,2026-01-17,In-App Purchase,2.09
T000834,P10222,2026-01-23,In-App Purchase,2.81
T000835,P10224,2026-01-11,In-App Purchase,9.39
T000836,P10224,2026-01-11,In-App Purchase,7.51
T000837,P10226,2026-01-08,In-App Purchase,1.87
T000838,P10235,2026-01-01,In-App Purchase,7.99
T000839,P10274,2026-01-20,In-App Purchase,5.24
T000840,P10275,2026-01-11,In-App Purchase,7.99
T000841,P10275,2026-01-12,In-App Purchase,1.99
T000842,P10275,2026-01-12,In-App Purchase,9.99
T000843,P10282,2026-01-05,In-App Purchase,7.99
T000844,P10286,2026-01-19,In-App Purchase,2.99
T000845,P10295,2026-01-25,In-App Purchase,10.49
T000846,P10295,2026-01-25,In-App Purchase,3.14
T000847,P10299,2026-01-13,In-App Purchase,1.99
T000848,P10312,2026-01-25,In-App Purchase,5.24
T000849,P10383,2026-01-10,In-App Purchase,4.99
T000850,P10383,2026-01-10,In-App Purchase,1.99
T000851,P10383,2026-01-10,In-App Purchase,7.99
T000852,P10384,2026-01-04,In-App Purchase,7.51
T000853,P10419,2026-01-21,In-App Purchase,2.99
T000854,P10432,2026-01-16,In-App Purchase,2.81
T000855,P10432,2026-01-13,In-App Purchase,1.87
T000856,P10465,2026-01-15,In-App Purchase,4.99
T000857,P10467,2026-01-16,In-App Purchase,7.51
T000858,P10471,2026-01-03,In-App Purchase,4.99
T000859,P10471,2026-01-08,In-App Purchase,4.99
T000860,P10474,2026-01-06,In-App Purchase,2.81
T000861,P10482,2026-01-12,In-App Purchase,7.51
T000862,P10489,2026-01-15,In-App Purchase,5.24
T000863,P10526,2026-01-13,In-App Purchase,2.81
T000864,P10526,2026-01-13,In-App Purchase,2.81
T000865,P10550,2026-01-06,In-App Purchase,2.09
T000866,P10575,2026-01-09,In-App Purchase,2.99
T000867,P10582,2026-01-03,In-App Purchase,4.99
T000868,P10582,2026-01-05,In-App Purchase,2.99
T000869,P10589,2026-01-10,In-App Purchase,9.99
T000870,P10589,2026-01-08,In-App Purchase,2.99
T000871,P10608,2026-01-16,In-App Purchase,4.99
T000872,P10608,2026-01-15,In-App Purchase,2.99
T000873,P10612,2026-01-16,In-App Purchase,7.51
T000874,P10618,2026-01-07,In-App Purchase,7.51
T000875,P10627,2026-01-09,In-App Purchase,5.24
T000876,P10627,2026-01-08,In-App Purchase,8.39
T000877,P10654,2026-01-05,In-App Purchase,8.39
T000878,P10654,2026-01-05,In-App Purchase,8.39
T000879,P10654,2026-01-05,In-App Purchase,5.24
T000880,P10656,2026-01-20,In-App Purchase,4.69
T000881,P10660,2026-01-20,In-App Purchase,2.81
T000882,P10681,2026-01-19,In-App Purchase,4.99
T000883,P10687,2026-01-23,In-App Purchase,4.69
T000884,P10687,2026-01-05,In-App Purchase,4.69
T000885,P10690,2026-01-08,In-App Purchase,8.39
T000886,P10696,2026-01-18,In-App Purchase,3.14
T000887,P10725,2026-01-12,In-App Purchase,7.99
T000888,P10738,2026-01-01,In-App Purchase,5.24
T000889,P10738,2026-01-08,In-App Purchase,3.14
T000890,P10738,2026-01-01,In-App Purchase,8.39
T000891,P10738,2026-01-01,In-App Purchase,8.39
T000892,P10741,2026-01-16,In-App Purchase,5.24
T000893,P10750,2026-01-14,In-App Purchase,7.51
T000894,P10750,2026-01-07,In-App Purchase,9.39
T000895,P10754,2026-01-12,In-App Purchase,2.99
T000896,P10754,2026-01-12,In-App Purchase,1.99
T000897,P10754,2026-01-31,In-App Purchase,7.99
T000898,P10792,2026-01-12,In-App Purchase,9.99
T000899,P10806,2026-01-10,In-App Purchase,4.69
T000900,P10806,2026-01-12,In-App Purchase,1.87
T000901,P10818,2026-01-23,In-App Purchase,8.39
T000902,P10818,2026-01-13,In-App Purchase,2.09
T000903,P10849,2026-01-09,In-App Purchase,1.87
T000904,P10867,2026-01-27,In-App Purchase,2.09
T000905,P10870,2026-01-12,In-App Purchase,5.24
T000906,P10870,2026-01-19,In-App Purchase,2.09
T000907,P10904,2026-01-03,In-App Purchase,2.09
T000908,P10904,2026-01-08,In-App Purchase,8.39
T000909,P10904,2026-01-10,In-App Purchase,2.09
T000910,P10912,2026-01-13,In-App Purchase,3.14
T000911,P10945,2026-01-21,In-App Purchase,3.14
T000912,P10985,2026-01-03,In-App Purchase,2.99
T000913,P11003,2026-01-08,In-App Purchase,5.24
T000914,P11003,2026-01-08,In-App Purchase,3.14
T000915,P11010,2026-01-06,In-App Purchase,2.99
T000916,P11010,2026-01-21,In-App Purchase,4.99
T000917,P11010,2026-01-17,In-App Purchase,1.99
T000918,P11020,2026-01-06,In-App Purchase,8.39
T000919,P11020,2026-01-06,In-App Purchase,10.49
T000920,P11020,2026-01-08,In-App Purchase,3.14
T000921,P11027,2026-01-02,In-App Purchase,4.99
T000922,P11037,2026-01-15,In-App Purchase,4.69
T000923,P11037,2026-01-22,In-App Purchase,1.87
T000924,P11042,2026-01-17,In-App Purchase,3.14
T000925,P11053,2026-01-10,In-App Purchase,2.99
T000926,P11061,2026-01-15,In-App Purchase,7.99
T000927,P11066,2026-01-24,In-App Purchase,7.99
T000928,P11072,2026-01-09,In-App Purchase,10.49
T000929,P11076,2026-01-06,In-App Purchase,1.87
T000930,P11078,2026-01-13,In-App Purchase,14.99
T000931,P11079,2026-01-01,In-App Purchase,10.49
T000932,P11087,2026-01-16,In-App Purchase,3.14
T000933,P11116,2026-01-12,In-App Purchase,3.14
T000934,P11122,2026-01-14,In-App Purchase,4.69
T000935,P11122,2026-01-14,In-App Purchase,4.69
T000936,P11153,2026-01-08,In-App Purchase,3.14
T000937,P11168,2026-01-19,In-App Purchase,2.81
T000938,P11181,2026-01-06,In-App Purchase,5.24
T000939,P11182,2026-01-17,In-App Purchase,4.99
T000940,P11186,2026-01-20,In-App Purchase,8.39
T000941,P11192,2026-01-31,In-App Purchase,7.99
T000942,P11192,2026-01-15,In-App Purchase,1.99
T000943,P11200,2026-01-14,In-App Purchase,10.49
T000944,P11206,2026-01-11,In-App Purchase,8.39
T000945,P11251,2026-01-19,In-App Purchase,5.24
T000946,P11254,2026-01-09,In-App Purchase,5.24
T000947,P11254,2026-01-19,In-App Purchase,5.24
T000948,P11254,2026-01-09,In-App Purchase,2.09
T000949,P11290,2026-01-05,In-App Purchase,2.81
T000950,P11294,2026-01-13,In-App Purchase,1.87
T000951,P11321,2026-01-14,In-App Purchase,3.14
T000952,P11328,2026-01-15,In-App Purchase,3.14
T000953,P11332,2026-01-14,In-App Purchase,7.51
T000954,P11332,2026-01-03,In-App Purchase,1.87
T000955,P11337,2026-01-12,In-App Purchase,4.99
T000956,P11350,2026-01-17,In-App Purchase,8.39
T000957,P11361,2026-01-15,In-App Purchase,4.99
T000958,P11367,2026-01-15,In-App Purchase,1.99
T000959,P11387,2026-01-15,In-App Purchase,1.99
T000960,P11431,2026-01-13,In-App Purchase,3.14
T000961,P11435,2026-01-07,In-App Purchase,1.99
T000962,P11435,2026-01-05,In-App Purchase,4.99
T000963,P11435,2026-01-14,In-App Purchase,9.99
T000964,P11435,2026-01-07,In-App Purchase,14.99
T000965,P11458,2026-01-21,In-App Purchase,8.39
T000966,P11458,2026-01-21,In-App Purchase,3.14
T000967,P11458,2026-01-21,In-App Purchase,3.14
T000968,P11458,2026-01-18,In-App Purchase,3.14
T000969,P11473,2026-01-03,In-App Purchase,3.14
T000970,P11473,2026-01-02,In-App Purchase,10.49
T000971,P11479,2026-01-24,In-App Purchase,4.99
T000972,P11479,2026-01-24,In-App Purchase,4.99
T000973,P11479,2026-01-24,In-App Purchase,1.99
T000974,P11491,2026-01-12,In-App Purchase,4.99
T000975,P11500,2026-01-04,In-App Purchase,1.99
T000976,P11500,2026-01-04,In-App Purchase,1.99
T000977,P11516,2026-01-14,In-App Purchase,2.09
T000978,P11533,2026-01-15,In-App Purchase,7.99
T000979,P11533,2026-01-13,In-App Purchase,1.99
T000980,P11554,2026-01-11,In-App Purchase,7.51
T000981,P11560,2026-01-16,In-App Purchase,5.24
T000982,P11579,2026-01-12,In-App Purchase,2.99
T000983,P11598,2026-01-07,In-App Purchase,2.81
T000984,P11598,2026-01-05,In-App Purchase,2.81
T000985,P11609,2026-01-22,In-App Purchase,4.69
T000986,P11610,2026-01-20,In-App Purchase,1.99
T000987,P11613,2026-01-16,In-App Purchase,4.69
T000988,P11632,2026-01-24,In-App Purchase,15.74
T000989,P11634,2026-01-25,In-App Purchase,8.39
T000990,P11684,2026-01-01,In-App Purchase,8.39
T000991,P11687,2026-01-01,In-App Purchase,15.74
T000992,P11688,2026-01-22,In-App Purchase,1.87
T000993,P11716,2026-01-07,In-App Purchase,8.39
T000994,P11740,2026-01-02,In-App Purchase,4.69
T000995,P11740,2026-01-10,In-App Purchase,1.87
T000996,P11740,2026-01-10,In-App Purchase,7.51
T000997,P11744,2026-01-13,In-App Purchase,9.99
T000998,P11747,2026-01-15,In-App Purchase,2.99
T000999,P11754,2026-01-18,In-App Purchase,2.81
T001000,P11768,2026-01-29,In-App Purchase,4.99
T001001,P11783,2026-01-08,In-App Purchase,4.69
T001002,P11814,2026-01-15,In-App Purchase,4.69
T001003,P11833,2026-01-27,In-App Purchase,4.69
T001004,P11833,2026-01-27,In-App Purchase,7.51
T001005,P11883,2026-01-11,In-App Purchase,9.39
T001006,P11894,2026-01-08,In-App Purchase,8.39
T001007,P11927,2026-02-04,In-App Purchase,4.69
T001008,P11935,2026-01-14,In-App Purchase,2.99
T001009,P11942,2026-01-07,In-App Purchase,4.99
T001010,P11952,2026-01-12,In-App Purchase,2.09
T001011,P11953,2026-01-26,In-App Purchase,5.24
T001012,P11967,2026-01-19,In-App Purchase,2.09
T001013,P11972,2026-01-02,In-App Purchase,4.99
T001014,P11972,2026-01-04,In-App Purchase,2.99
T001015,P11981,2026-01-16,In-App Purchase,7.99
T001016,P11981,2026-01-12,In-App Purchase,4.99
T001017,P12002,2026-01-05,In-App Purchase,8.39
T001018,P12016,2026-01-02,In-App Purchase,4.99
T001019,P12016,2026-01-05,In-App Purchase,14.99
T001020,P12035,2026-01-11,In-App Purchase,9.39
T001021,P12056,2026-01-23,In-App Purchase,10.49
T001022,P12062,2026-01-12,In-App Purchase,7.99
T001023,P12066,2026-01-21,In-App Purchase,2.99
T001024,P12069,2026-01-17,In-App Purchase,2.09
T001025,P12069,2026-01-10,In-App Purchase,2.09
T001026,P12083,2026-01-11,In-App Purchase,1.99
T001027,P12097,2026-01-10,In-App Purchase,5.24
T001028,P12101,2026-01-19,In-App Purchase,4.69
T001029,P12113,2026-01-24,In-App Purchase,2.09
T001030,P12138,2026-01-06,In-App Purchase,9.39
T001031,P12144,2026-01-07,In-App Purchase,1.87
T001032,P12151,2026-01-18,In-App Purchase,2.81
T001033,P12151,2026-01-18,In-App Purchase,2.81
